nid,iso3,year_start,t_type,sdg,flag_for_review,notes,concatenated,t_type_var,sewage_var,re_extraction_needed,proposed_change,sdg_logged_2019_12_19
238389,SLV,2014,letrina privada pozo o resumidero,latrine_cw,,sewage variable not toilet specific,1,el servicio sanitario al que tiene acceso esta vivienda es de: (The sanitary service to which this house has access is:),,,,latrine_cw
238389,SLV,2014,letrina privada quebrada o río,unimp,1,sewage variable not toilet specific,1,el servicio sanitario al que tiene acceso esta vivienda es de: (The sanitary service to which this house has access is:),,,unimp,latrine_cw
238389,SLV,2014,letrina solar común a la calle o al aire libre,imp,,sewage variable not toilet specific,1,el servicio sanitario al que tiene acceso esta vivienda es de: (The sanitary service to which this house has access is:),,,,imp
238389,SLV,2014,letrina solar común alcantarillado,imp,1,sewage variable not toilet specific,1,el servicio sanitario al que tiene acceso esta vivienda es de: (The sanitary service to which this house has access is:),,,imp,sewer
238389,SLV,2014,letrina solar privada a la calle o al aire libre,imp,,sewage variable not toilet specific,1,el servicio sanitario al que tiene acceso esta vivienda es de: (The sanitary service to which this house has access is:),,,,imp
238389,SLV,2014,otra,,,sewage variable not toilet specific,1,el servicio sanitario al que tiene acceso esta vivienda es de: (The sanitary service to which this house has access is:),,,,
238389,SLV,2014,pozo o resumidero,,1,sewage variable not toilet specific,1,el servicio sanitario al que tiene acceso esta vivienda es de: (The sanitary service to which this house has access is:),,,blank,latrine_cw
238389,SLV,2014,quebrada o río,,1,sewage variable not toilet specific,1,el servicio sanitario al que tiene acceso esta vivienda es de: (The sanitary service to which this house has access is:),,,blank,open
238431,CRI,2015,conectado a alcantarilla o cloaca,flush_imp_sewer,,,,,,,,flush_imp_sewer
238431,CRI,2015,conectado a tanque sã©ptico comãºn,flush_imp_septic,,,,,,,,flush_imp_septic
238431,CRI,2015,conectado a tanque sã©ptico con tratamiento (fosa biolã³gica),flush_imp_septic,,,,,,,,flush_imp_septic
238431,CRI,2015,"de hueco, de pozo negro o letrina",latrine_imp,,,,,,,,latrine_imp
238431,CRI,2015,no tiene,open,,,,,,,,open
238431,CRI,2015,otro sistema,flush_unimp,,,,,,,,flush_unimp
238441,BRA,2014,"there is a toilet or latrine in this residence or property direto para a rio, lago our mar",flush_unimp,,,1,household has a bathroom (Y/N),"sewage treatment (sewage system, holding tank, etc.)",,,flush_unimp
238441,BRA,2014,there is a toilet or latrine in this residence or property fossa rudimentar,latrine_cw,,,1,household has a bathroom (Y/N),"sewage treatment (sewage system, holding tank, etc.)",,,latrine_cw
238441,BRA,2014,there is a toilet or latrine in this residence or property fossa septica ligada a rede coletora de esgoto ou pluvial,septic,,,1,household has a bathroom (Y/N),"sewage treatment (sewage system, holding tank, etc.)",,,septic
238441,BRA,2014,there is a toilet or latrine in this residence or property fossa septica nao ligada a rede coletora de esgoto ou pluvial,septic,,,1,household has a bathroom (Y/N),"sewage treatment (sewage system, holding tank, etc.)",,,septic
238441,BRA,2014,there is a toilet or latrine in this residence or property outra forma (especifique),flush_unimp,,,1,household has a bathroom (Y/N),"sewage treatment (sewage system, holding tank, etc.)",,,flush_unimp
238441,BRA,2014,there is a toilet or latrine in this residence or property rede coletora de esgoto ou pluvial,sewer,,,1,household has a bathroom (Y/N),"sewage treatment (sewage system, holding tank, etc.)",,,sewer
238441,BRA,2014,there is a toilet or latrine in this residence or property vala,latrine_cw,,,1,household has a bathroom (Y/N),"sewage treatment (sewage system, holding tank, etc.)",,,latrine_cw
238441,BRA,2014,there is not a toilet or latrine in this residence or property,open,,,1,household has a bathroom (Y/N),"sewage treatment (sewage system, holding tank, etc.)",,,open
238483,ZAF,2013,bucket toilet,unimp,,,,,,,,unimp
238483,ZAF,2013,chemical toilet,imp,,,,,,,,imp
238483,ZAF,2013,flush toilet connected to a public sewerage system,flush_imp_sewer,,,,,,,,flush_imp_sewer
238483,ZAF,2013,flush toilet connected to a septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
238483,ZAF,2013,none,open,,,,,,,,open
238483,ZAF,2013,other (specify),,,,,,,,,
238483,ZAF,2013,pit latrine/toilet with ventilation pipe,latrine_imp,,,,,,,,latrine_imp
238483,ZAF,2013,pit latrine/toilet without ventilation pipe,latrine_unimp,,,,,,,,latrine_unimp
238483,ZAF,2013,unspecified,,,,,,,,,
238485,ZAF,2014,bucket toilet (collected by municipality),unimp,,,,,,,,unimp
238485,ZAF,2014,bucket toilet (emptied by household),unimp,,,,,,,,unimp
238485,ZAF,2014,chemical toilet,imp,,,,,,,,imp
238485,ZAF,2014,ecological sanitation system,imp,,,,,,,,imp
238485,ZAF,2014,flush toilet connected to a public sewerage system,flush_imp_sewer,,,,,,,,flush_imp_sewer
238485,ZAF,2014,flush toilet connected to a septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
238485,ZAF,2014,none,open,,,,,,,,open
238485,ZAF,2014,other (specify),,,,,,,,,
238485,ZAF,2014,pit latrine/toilet with ventilation pipe,latrine_imp,,,,,,,,latrine_imp
238485,ZAF,2014,pit latrine/toilet without ventilation pipe,latrine_unimp,,,,,,,,latrine_unimp
238485,ZAF,2014,unspecified,,,,,,,,,
240604,MEX,2014,"no tiene excusado, retrete, sanitario, letrina u hoyo negro la red pãºblica",open,1,,1,"tienen excusado, rerete, sanitario, letrina u hoyo negro? (Y/N)",esta vivienda tiene drenaje o desague conectado a:,,open,sewer
240604,MEX,2014,"no tiene excusado, retrete, sanitario, letrina u hoyo negro sewage connected to a pipe that goes to hit a river, lake or sea",open,1,,1,"tienen excusado, rerete, sanitario, letrina u hoyo negro? (Y/N)",esta vivienda tiene drenaje o desague conectado a:,,open,unimp
240604,MEX,2014,"no tiene excusado, retrete, sanitario, letrina u hoyo negro una fosa sã©ptica",septic,,,1,"tienen excusado, rerete, sanitario, letrina u hoyo negro? (Y/N)",esta vivienda tiene drenaje o desague conectado a:,,,septic
240604,MEX,2014,"no tiene excusado, retrete, sanitario, letrina u hoyo negro una tuberã­a que va a dar a un rã­o, lago o mar",open,1,,1,"tienen excusado, rerete, sanitario, letrina u hoyo negro? (Y/N)",esta vivienda tiene drenaje o desague conectado a:,,open,unimp
240604,MEX,2014,"no tiene excusado, retrete, sanitario, letrina u hoyo negro una tuberã­a que va a dar a una barranca o grieta",open,1,,1,"tienen excusado, rerete, sanitario, letrina u hoyo negro? (Y/N)",esta vivienda tiene drenaje o desague conectado a:,,open,unimp
240604,MEX,2014,"tiene excusado, retrete, sanitario, letrina u hoyo negro la red pãºblica",sewer,,,1,"tienen excusado, rerete, sanitario, letrina u hoyo negro? (Y/N)",esta vivienda tiene drenaje o desague conectado a:,,,sewer
240604,MEX,2014,"tiene excusado, retrete, sanitario, letrina u hoyo negro sewage connected to a pipe that goes to hit a river, lake or sea",flush_unimp,,,1,"tienen excusado, rerete, sanitario, letrina u hoyo negro? (Y/N)",esta vivienda tiene drenaje o desague conectado a:,,,flush_unimp
240604,MEX,2014,"tiene excusado, retrete, sanitario, letrina u hoyo negro una fosa sã©ptica",septic,,,1,"tienen excusado, rerete, sanitario, letrina u hoyo negro? (Y/N)",esta vivienda tiene drenaje o desague conectado a:,,,septic
240604,MEX,2014,"tiene excusado, retrete, sanitario, letrina u hoyo negro una tuberã­a que va a dar a un rã­o, lago o mar",flush_unimp,,,1,"tienen excusado, rerete, sanitario, letrina u hoyo negro? (Y/N)",esta vivienda tiene drenaje o desague conectado a:,,,flush_unimp
240604,MEX,2014,"tiene excusado, retrete, sanitario, letrina u hoyo negro una tuberã­a que va a dar a una barranca o grieta",flush_unimp,,,1,"tienen excusado, rerete, sanitario, letrina u hoyo negro? (Y/N)",esta vivienda tiene drenaje o desague conectado a:,,,flush_unimp
240903,LBR,2014,bush/beach/bury,open,,,,,,,,open
240903,LBR,2014,covered pit latrine,latrine_imp,,,,,,,,latrine_imp
240903,LBR,2014,flush/ pour flush toilet shared with other households,flush_cw,,,,,,,,flush_cw
240903,LBR,2014,flush/pour flush toilet for household use only,flush_cw,,,,,,,,flush_cw
240903,LBR,2014,open pit latrine,latrine_unimp,,,,,,,,latrine_unimp
240903,LBR,2014,"other, specify",,,,,,,,,
240903,LBR,2014,ventilated improved pit latrine (vip),latrine_imp,,,,,,,,latrine_imp
243537,PRY,2010,"no tiene bano, water o letrina",open,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,open
243537,PRY,2010,"tiene bano, water o letrina con arrastre de agua con pozo ciego (absorbente)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243537,PRY,2010,"tiene bano, water o letrina con arrastre de agua en la superf. de la tierra, zanja, arro",flush_unimp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_unimp
243537,PRY,2010,"tiene bano, water o letrina con arrastre de agua, cámara séptica y pozo ciego (absorbent",flush_imp_septic,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_imp_septic
243537,PRY,2010,"tiene bano, water o letrina con arrastre de agua, red de alcantarillado sanitario",flush_imp_sewer,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_imp_sewer
243537,PRY,2010,"tiene bano, water o letrina letrina común de hoyo seco (con losa, techo, paredes y puert",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243537,PRY,2010,"tiene bano, water o letrina letrina común sin techo o puerta",latrine_unimp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_unimp
243537,PRY,2010,"tiene bano, water o letrina letrina ventilada de hoyo seco (común c/tubo de ventilación)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243537,PRY,2010,"tiene bano, water o letrina no informado",latrine_cw,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_cw
243537,PRY,2010,"tiene bano, water o letrina otro",flush_unimp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_unimp
243548,PRY,2011,"no tiene bano, water o letrina",open,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,open
243548,PRY,2011,"tiene bano, water o letrina con arrastre de agua con pozo ciego(absorbente)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243548,PRY,2011,"tiene bano, water o letrina con arrastre de agua en la superficie de la tierra,zanja,arroyo...",flush_unimp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_unimp
243548,PRY,2011,"tiene bano, water o letrina con arrastre de agua, cámara séptica y pozo ciego(absorbente)",flush_imp_septic,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_imp_septic
243548,PRY,2011,"tiene bano, water o letrina con arrastre de agua, red de alcantarillado sanitario",flush_imp_sewer,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_imp_sewer
243548,PRY,2011,"tiene bano, water o letrina letrina común de hoyo seco(con losa,techo,paredes y puertas)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243548,PRY,2011,"tiene bano, water o letrina letrina común sin techo o puerta",latrine_unimp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_unimp
243548,PRY,2011,"tiene bano, water o letrina letrina ventilada de hoyo seco(común c/tubo de ventilación)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243548,PRY,2011,"tiene bano, water o letrina otro",flush_unimp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_unimp
243562,PRY,2012,"no tiene bano, water o letrina",open,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,open
243562,PRY,2012,"tiene bano, water o letrina con arrastre de agua con pozo ciego(absorbente)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243562,PRY,2012,"tiene bano, water o letrina con arrastre de agua en la superficie de la tierra,zanja,arroyo...",flush_unimp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_unimp
243562,PRY,2012,"tiene bano, water o letrina con arrastre de agua, cámara séptica y pozo ciego(absorbente)",flush_imp_septic,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_imp_septic
243562,PRY,2012,"tiene bano, water o letrina con arrastre de agua, red de alcantarillado sanitario",flush_imp_sewer,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_imp_sewer
243562,PRY,2012,"tiene bano, water o letrina letrina común de hoyo seco(con losa,techo,paredes y puertas)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243562,PRY,2012,"tiene bano, water o letrina letrina común sin techo o puerta",latrine_unimp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_unimp
243562,PRY,2012,"tiene bano, water o letrina letrina ventilada de hoyo seco(común c/tubo de ventilación)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243564,PRY,2013,"no tiene bano, water o letrina",open,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,open
243564,PRY,2013,"tiene bano, water o letrina con arrastre de agua con pozo ciego(absorbente)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243564,PRY,2013,"tiene bano, water o letrina con arrastre de agua en la superficie de la tierra,zanja,arroyo...",flush_unimp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_unimp
243564,PRY,2013,"tiene bano, water o letrina con arrastre de agua, cámara séptica y pozo ciego(absorbente)",flush_imp_septic,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_imp_septic
243564,PRY,2013,"tiene bano, water o letrina con arrastre de agua, red de alcantarillado sanitario",flush_imp_sewer,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_imp_sewer
243564,PRY,2013,"tiene bano, water o letrina letrina común de hoyo seco(con losa,techo,paredes y puertas)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243564,PRY,2013,"tiene bano, water o letrina letrina común sin techo o puerta",latrine_unimp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_unimp
243564,PRY,2013,"tiene bano, water o letrina letrina ventilada de hoyo seco(común c/tubo de ventilación)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243564,PRY,2013,"tiene bano, water o letrina no informado",latrine_cw,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_cw
243566,PRY,2014,"no tiene bano, water o letrina",open,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,open
243566,PRY,2014,"tiene bano, water o letrina con arrastre de agua con pozo ciego(absorbente)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243566,PRY,2014,"tiene bano, water o letrina con arrastre de agua en la superficie de la tierra,zanja,arroyo...",flush_unimp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_unimp
243566,PRY,2014,"tiene bano, water o letrina con arrastre de agua, cámara séptica y pozo ciego(absorbente)",flush_imp_septic,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_imp_septic
243566,PRY,2014,"tiene bano, water o letrina con arrastre de agua, red de alcantarillado sanitario",flush_imp_sewer,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,flush_imp_sewer
243566,PRY,2014,"tiene bano, water o letrina letrina común de hoyo seco(con losa,techo,paredes y puertas)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
243566,PRY,2014,"tiene bano, water o letrina letrina común sin techo o puerta",latrine_unimp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_unimp
243566,PRY,2014,"tiene bano, water o letrina letrina ventilada de hoyo seco(común c/tubo de ventilación)",latrine_imp,,,1,Do you have a toilet? (Y/N),Tipo desague sanitario (asked right after toilet type),,,latrine_imp
244455,CMR,2014,autre,,,,,,,,,
244455,CMR,2014,chasse connectée à fosse septique,flush_imp_septic,,,,,,,,flush_imp_septic
244455,CMR,2014,chasse connectée à système d'égouts,flush_imp_sewer,,,,,,,,flush_imp_sewer
244455,CMR,2014,latrines amélirées ventilées (lav),latrine_imp,,,,,,,,latrine_imp
244455,CMR,2014,latrines à fosse sans dalle / trou ouvert,latrine_unimp,,,,,,,,latrine_unimp
244455,CMR,2014,latrines à fosses avec dalle,latrine_imp,,,,,,,,latrine_imp
244455,CMR,2014,manquant,,,,,,,,,
244455,CMR,2014,"pas de toilettes, nature",open,,,,,,,,open
244455,CMR,2014,reliée à autre chose,flush_unimp,,,,,,,,flush_unimp
244455,CMR,2014,reliée à des latrines,latrine_imp,,,,,,,,latrine_imp
244455,CMR,2014,reliée à endroit inconnu/pas sûr/nsp où,flush_imp,,,,,,,,flush_imp
244455,CMR,2014,seaux / tinettes,unimp,,,,,,,,unimp
244455,CMR,2014,toilettes / latrines suspendues,unimp,,,,,,,,unimp
244455,CMR,2014,toilettes à compostage,imp,,,,,,,,imp
244465,YEM,2015,"defecation in open (in fields, etc.)",open,,,,,,,,open
244465,YEM,2015,flush/pour flush latrine,latrine_cw,,,,,,,,latrine_cw
244465,YEM,2015,open pit latrine,latrine_unimp,,,,,,,,latrine_unimp
244465,YEM,2015,other,,,,,,,,,
244465,YEM,2015,simple covered pit latrine,latrine_imp,,,,,,,,latrine_imp
244467,YEM,2015,"defecation in open (in fields, etc.)",open,,,,,,,,open
244467,YEM,2015,flush/pour flush latrine,latrine_cw,,,,,,,,latrine_cw
244467,YEM,2015,open pit latrine,latrine_unimp,,,,,,,,latrine_unimp
244467,YEM,2015,other,,,,,,,,,
244467,YEM,2015,simple covered pit latrine,latrine_imp,,,,,,,,latrine_imp
246145,YEM,2012,"defecation in open (in fields, etc.)",open,,,,,,,,open
246145,YEM,2012,flush/pour flush latrine,latrine_cw,,,,,,,,latrine_cw
246145,YEM,2012,open pit latrine,latrine_unimp,,,,,,,,latrine_unimp
246145,YEM,2012,other,,,,,,,,,
246145,YEM,2012,simple covered pit latrine,latrine_imp,,,,,,,,latrine_imp
246209,YEM,2013,"defecation in open (in fields, etc.)",open,,,,,,,,open
246209,YEM,2013,flush/pour flush latrine,latrine_cw,,,,,,,,latrine_cw
246209,YEM,2013,open pit latrine,latrine_unimp,,,,,,,,latrine_unimp
246209,YEM,2013,simple covered pit latrine,latrine_imp,,,,,,,,latrine_imp
246249,YEM,2012,"defecation in open (in fields, etc.)",open,,,,,,,,open
246249,YEM,2012,flush/pour flush latrine,latrine_cw,,,,,,,,latrine_cw
246249,YEM,2012,open pit latrine,latrine_unimp,,,,,,,,latrine_unimp
246249,YEM,2012,other,,,,,,,,,
246249,YEM,2012,simple covered pit latrine,latrine_imp,,,,,,,,latrine_imp
248224,MLI,2015,autre,,,,,,,,,
248224,MLI,2015,chasse connectée à fosse septique,flush_imp_septic,,,,,,,,flush_imp_septic
248224,MLI,2015,chasse connectée à système d'égouts,flush_imp_sewer,,,,,,,,flush_imp_sewer
248224,MLI,2015,chasse reliée à autre chose,flush_unimp,,,,,,,,flush_unimp
248224,MLI,2015,chasse reliée à des latrines,latrine_imp,,,,,,,,latrine_imp
248224,MLI,2015,chasse reliée à endroit inconnu / pas sûr / nsp où,flush_imp,,,,,,,,flush_imp
248224,MLI,2015,latrines améliorées ventilées (lav),latrine_imp,,,,,,,,latrine_imp
248224,MLI,2015,latrines à fosse avec dalle,latrine_imp,,,,,,,,latrine_imp
248224,MLI,2015,latrines à fosse sans dalle / trou ouvert,latrine_unimp,,,,,,,,latrine_unimp
248224,MLI,2015,"pas de toilettes, nature",open,,,,,,,,open
248224,MLI,2015,seaux,unimp,,,,,,,,unimp
248224,MLI,2015,toilettes / latrines suspendues,unimp,,,,,,,,unimp
248224,MLI,2015,toilettes à compostage,imp,,,,,,,,imp
249499,YEM,2012,bucket,unimp,,,,,,,,unimp
249499,YEM,2012,flush or pour toilet discharging to public piped sewer syst,flush_imp_sewer,,,,,,,,flush_imp_sewer
249499,YEM,2012,flush or pour toilet discharging to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
249499,YEM,2012,flush or pour toilet latrine connected to a cesspit,latrine_cw,,,,,,,,latrine_cw
249499,YEM,2012,flushed latrine discharging to the open,latrine_cw,,,,,,,,latrine_cw
249499,YEM,2012,hanging toilet or latrine,unimp,,,,,,,,unimp
249499,YEM,2012,no facilities/bush/field,open,,,,,,,,open
249499,YEM,2012,no response,,,,,,,,,
249499,YEM,2012,other (specify) :,,,,,,,,,
249499,YEM,2012,pit latrine with slab as hole cover,latrine_imp,,,,,,,,latrine_imp
249499,YEM,2012,pit latrine without slab / open hole,latrine_unimp,,,,,,,,latrine_unimp
249499,YEM,2012,ventilated improved pit toiletlatrine (vip)/dry pit with ve,latrine_imp,,,,,,,,latrine_imp
256176,ETH,2015,-99. missing,,,,,,,,,
256176,ETH,2015,1. flush/pour flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
256176,ETH,2015,10. shared-composting toilet,imp,,,,,,,,imp
256176,ETH,2015,11. flush/ pour flush not to sewere/septic tank,flush_unimp,,,,,,,,flush_unimp
256176,ETH,2015,12. pit latrine without slab/bucket toilet,unimp,,,,,,,,unimp
256176,ETH,2015,13. hanging toilet/hanging latrine,unimp,,,,,,,,unimp
256176,ETH,2015,14. no facility/bush/field,open,,,,,,,,open
256176,ETH,2015,15. other,,,,,,,,,
256176,ETH,2015,2. flush/pour flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
256176,ETH,2015,3. ventilated improved pit latrine,latrine_imp,,,,,,,,latrine_imp
256176,ETH,2015,4. pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
256176,ETH,2015,5. composting toilet,imp,,,,,,,,imp
256176,ETH,2015,6. shared-flush/pour flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
256176,ETH,2015,7. shared-flush/ pour flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
256176,ETH,2015,8. shared-ventilated improved pit latrine,latrine_imp,,,,,,,,latrine_imp
256176,ETH,2015,9. shared-pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
256177,NER,2015,bucket,unimp,,,,,,,,unimp
256177,NER,2015,bush,open,,,,,,,,open
256177,NER,2015,composting,imp,,,,,,,,imp
256177,NER,2015,flush_elsewhere,flush_unimp,,,,,,,,flush_unimp
256177,NER,2015,flush_elsewhere pit_with_slab,latrine_imp,,,,,,,,latrine_imp
256177,NER,2015,flush_elsewhere vip,latrine_imp,,,,,,,,latrine_imp
256177,NER,2015,flush_septic,flush_imp_septic,,,,,,,,flush_imp_septic
256177,NER,2015,flush_septic flush_elsewhere pit_with_slab,flush_imp_septic,,,,,,,,flush_imp_septic
256177,NER,2015,flush_septic pit_with_slab,flush_imp_septic,,,,,,,,flush_imp_septic
256177,NER,2015,flush_septic vip,flush_imp_septic,,,,,,,,flush_imp_septic
256177,NER,2015,flush_sewer,flush_imp_sewer,,,,,,,,flush_imp_sewer
256177,NER,2015,flush_sewer flush_septic,flush_imp_septic,,,,,,,,flush_imp_septic
256177,NER,2015,flush_sewer pit_with_slab,flush_imp_sewer,,,,,,,,flush_imp_sewer
256177,NER,2015,flush_unknown,flush_imp,,,,,,,,flush_imp
256177,NER,2015,other,,,,,,,,,
256177,NER,2015,pit_no_slab,latrine_unimp,,,,,,,,latrine_unimp
256177,NER,2015,pit_with_slab,latrine_imp,,,,,,,,latrine_imp
256177,NER,2015,pit_with_slab bush,latrine_imp,,,,,,,,latrine_imp
256177,NER,2015,pit_with_slab other,latrine_imp,,,,,,,,latrine_imp
256177,NER,2015,pit_with_slab pit_no_slab,latrine_imp,,,,,,,,latrine_imp
256177,NER,2015,vip,latrine_imp,,,,,,,,latrine_imp
256200,UGA,2015,-99. missing,,,,,,,,,
256200,UGA,2015,1. flush/pour flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
256200,UGA,2015,10. shared-composting toilet,imp,,,,,,,,imp
256200,UGA,2015,11. flush/ pour flush not to sewer/septic tank,flush_unimp,,,,,,,,flush_unimp
256200,UGA,2015,12. pit latrine without slab/bucket toilet,unimp,,,,,,,,unimp
256200,UGA,2015,13. hanging toilet/hanging latrine,unimp,,,,,,,,unimp
256200,UGA,2015,14. no facility/bush/field,open,,,,,,,,open
256200,UGA,2015,16. other,,,,,,,,,
256200,UGA,2015,2. flush/pour flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
256200,UGA,2015,3. ventilated improved pit latrine,latrine_imp,,,,,,,,latrine_imp
256200,UGA,2015,4. pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
256200,UGA,2015,5. composting toilet,imp,,,,,,,,imp
256200,UGA,2015,6. shared-flush/pour flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
256200,UGA,2015,7. shared-flush/ pour flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
256200,UGA,2015,8. shared-ventilated improved pit latrine,latrine_imp,,,,,,,,latrine_imp
256200,UGA,2015,9. shared-pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
256241,GHA,2014,-99. missing,,,,,,,,,
256241,GHA,2014,1. flush/pour flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
256241,GHA,2014,10. shared-composting toilet,imp,,,,,,,,imp
256241,GHA,2014,11. flush/ pour flush not to sewer/septic tank,flush_unimp,,,,,,,,flush_unimp
256241,GHA,2014,12. pit latrine without slab/bucket toilet,unimp,,,,,,,,unimp
256241,GHA,2014,13. hanging toilet/hanging latrine,unimp,,,,,,,,unimp
256241,GHA,2014,14. no facility/bush/field,open,,,,,,,,open
256241,GHA,2014,16. other,,,,,,,,,
256241,GHA,2014,2. flush/pour flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
256241,GHA,2014,3. ventilated improved pit latrine,latrine_imp,,,,,,,,latrine_imp
256241,GHA,2014,4. pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
256241,GHA,2014,5. composting toilet,imp,,,,,,,,imp
256241,GHA,2014,6. shared-flush/pour flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
256241,GHA,2014,7. shared-flush/ pour flush to septic tank,flush_imp_septic,,,,,,,,flush_imp_septic
256241,GHA,2014,8. shared-ventilated improved pit latrine,latrine_imp,,,,,,,,latrine_imp
256241,GHA,2014,9. shared-pit latrine with slab,latrine_imp,,,,,,,,latrine_imp
256262,NGA,2014,-99. missing,,,,,,,,,
256262,NGA,2014,1. flush/pour flush to piped sewer system,flush_imp_sewer,,,,,,,,flush_imp_sewer
256262,NGA,2014,10. shared-composting toilet,imp,,,,,,,,imp
256262,NGA,2014,11. flush/ pour flush not to sewer/septic tank,flush_unimp,,,,,,,,flush_unimp
256262,NGA,2014,12. pit latrine without slab/bucket toilet,unimp,,,,,,,,unimp
256262,NGA,2014,14. no facility/bush/field,open,,,,,,,,open
